,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_availability,predictions
32848,Manhattan,Upper West Side,Entire home/apt,180,1,0,,1,0,no,180
32849,Manhattan,Upper East Side,Private room,80,2,45,3.56,2,26,yes,85
32850,Queens,Other,Private room,69,2,2,0.23,2,74,yes,79
32851,Brooklyn,Bedford-Stuyvesant,Private room,87,1,141,5.58,4,73,yes,87
32852,Brooklyn,Williamsburg,Private room,100,2,6,0.28,1,0,no,102
32853,Manhattan,East Harlem,Private room,80,3,0,,1,0,no,74
32854,Queens,Astoria,Private room,63,7,1,0.03,2,0,no,47
32855,Manhattan,Upper West Side,Private room,140,30,0,,1,0,no,132
32856,Manhattan,Harlem,Private room,45,7,1,0.06,1,17,yes,55
32857,Brooklyn,Other,Private room,85,2,206,3.5,2,3,yes,85
32858,Brooklyn,Bushwick,Private room,70,3,3,1.13,3,21,yes,62
32859,Manhattan,East Village,Entire home/apt,200,5,10,0.14,1,0,no,210
32860,Manhattan,Other,Entire home/apt,150,30,0,,1,32,yes,134
32861,Manhattan,Other,Entire home/apt,250,5,5,0.07,1,358,yes,254
32862,Brooklyn,Bedford-Stuyvesant,Entire home/apt,108,2,19,1.67,1,0,no,132
32863,Manhattan,Hell's Kitchen,Private room,100,3,4,0.09,1,0,no,96
32864,Brooklyn,Williamsburg,Entire home/apt,228,3,82,0.7,1,140,yes,238
32865,Brooklyn,Other,Private room,33,5,84,1.25,5,295,yes,47
32866,Manhattan,Hell's Kitchen,Entire home/apt,150,2,7,0.91,1,14,yes,150
32867,Manhattan,Washington Heights,Entire home/apt,95,30,7,0.19,34,322,yes,95
32868,Brooklyn,Bedford-Stuyvesant,Private room,75,14,10,0.45,1,341,yes,73
32869,Manhattan,Hell's Kitchen,Entire home/apt,329,7,1,0.06,3,89,yes,326
32870,Manhattan,East Village,Entire home/apt,380,1,0,,1,0,no,376
32871,Brooklyn,Fort Greene,Entire home/apt,70,7,4,0.05,2,0,no,76
32872,Manhattan,Midtown,Private room,130,3,10,0.38,1,0,no,118
32873,Brooklyn,Other,Entire home/apt,250,7,21,0.3,1,158,yes,254
32874,Manhattan,Upper East Side,Entire home/apt,117,30,9,0.27,91,173,yes,102
32875,Manhattan,East Harlem,Entire home/apt,220,7,0,,1,0,no,215
32876,Brooklyn,Bedford-Stuyvesant,Entire home/apt,98,3,144,2.87,1,249,yes,97
32877,Queens,Long Island City,Private room,50,2,3,0.41,1,0,no,66
32878,Manhattan,Other,Entire home/apt,110,1,85,4.4,1,52,yes,99
32879,Brooklyn,Bushwick,Private room,40,10,1,0.3,1,0,no,44
32880,Manhattan,East Village,Entire home/apt,250,3,33,0.9,2,80,yes,264
32881,Brooklyn,Other,Private room,35,10,0,,1,329,yes,35
32882,Manhattan,Financial District,Entire home/apt,255,2,6,2.57,327,237,yes,246
32883,Manhattan,Chelsea,Entire home/apt,215,1,0,,1,0,no,214
32884,Queens,Astoria,Private room,85,3,1,1.0,1,341,yes,111
32885,Manhattan,Other,Entire home/apt,285,30,7,0.19,96,311,yes,303
32886,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,1,0,,1,116,yes,123
32887,Manhattan,Other,Entire home/apt,150,3,2,0.08,2,0,no,163
32888,Manhattan,Washington Heights,Private room,105,3,3,1.61,3,180,yes,107
32889,Brooklyn,Clinton Hill,Entire home/apt,125,2,0,,2,37,yes,108
32890,Manhattan,Midtown,Private room,160,2,0,,1,0,no,166
32891,Brooklyn,Greenpoint,Entire home/apt,195,3,39,0.94,1,54,yes,185
32892,Queens,Other,Entire home/apt,114,3,9,1.53,1,3,yes,111
32893,Brooklyn,Bedford-Stuyvesant,Private room,51,1,2,2.0,1,23,yes,58
32894,Manhattan,East Village,Entire home/apt,399,7,104,1.28,1,42,yes,398
32895,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,7,1.23,2,281,yes,141
32896,Queens,Other,Entire home/apt,75,1,31,1.97,1,0,no,65
32897,Manhattan,Upper East Side,Entire home/apt,165,30,4,0.29,1,203,yes,179
32898,Brooklyn,Other,Private room,55,1,14,2.2,3,174,yes,58
32899,Manhattan,Harlem,Private room,80,5,4,0.35,3,324,yes,76
32900,Queens,Other,Private room,110,1,0,,1,363,yes,115
32901,Manhattan,Other,Entire home/apt,250,31,0,,1,365,yes,248
32902,Manhattan,West Village,Entire home/apt,250,30,7,0.08,1,35,yes,243
32903,Manhattan,East Village,Entire home/apt,420,1,53,1.04,3,250,yes,415
32904,Manhattan,West Village,Entire home/apt,250,1,1,1.0,1,27,yes,258
32905,Brooklyn,Bushwick,Private room,43,7,0,,1,12,yes,31
32906,Brooklyn,Other,Private room,55,1,102,2.98,13,281,yes,67
32907,Brooklyn,Other,Private room,80,1,1,0.02,1,0,no,65
32908,Manhattan,Harlem,Entire home/apt,115,4,8,1.06,1,0,no,123
32909,Manhattan,Lower East Side,Private room,105,3,21,0.33,3,20,yes,109
32910,Brooklyn,Bedford-Stuyvesant,Private room,65,5,45,0.52,2,0,no,69
32911,Staten Island,Other,Entire home/apt,65,2,13,2.89,1,247,yes,78
32912,Brooklyn,Park Slope,Entire home/apt,175,2,11,0.11,1,246,yes,181
32913,Manhattan,Other,Private room,100,2,1,0.05,1,0,no,124
32914,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,29,11,0.49,1,95,yes,167
32915,Manhattan,Harlem,Entire home/apt,125,1,78,2.7,1,40,yes,119
32916,Manhattan,West Village,Entire home/apt,350,10,2,0.17,2,0,no,337
32917,Queens,Other,Private room,85,1,1,0.02,2,0,no,106
32918,Brooklyn,Other,Private room,60,2,1,0.02,1,0,no,66
32919,Manhattan,East Harlem,Private room,180,2,3,3.0,1,327,yes,175
32920,Brooklyn,Bedford-Stuyvesant,Private room,81,1,9,3.8,6,105,yes,78
32921,Manhattan,Chelsea,Entire home/apt,599,2,3,0.33,1,54,yes,599
32922,Brooklyn,Flatbush,Entire home/apt,90,3,0,,1,157,yes,95
32923,Queens,Other,Entire home/apt,79,1,59,9.03,2,36,yes,85
32924,Manhattan,Harlem,Private room,99,4,2,0.04,1,0,no,114
32925,Manhattan,Other,Entire home/apt,250,2,1,1.0,1,10,yes,251
32926,Manhattan,Lower East Side,Entire home/apt,120,4,3,0.08,1,0,no,118
32927,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,104,3,11,1.05,1,0,no,97
32928,Manhattan,Upper East Side,Entire home/apt,600,1,0,,1,0,no,587
32929,Manhattan,Upper East Side,Entire home/apt,425,2,68,0.91,1,358,yes,428
32930,Manhattan,Lower East Side,Entire home/apt,225,2,1,0.03,1,0,no,221
32931,Manhattan,West Village,Private room,200,1,0,,1,0,no,197
32932,Queens,Other,Entire home/apt,100,3,35,1.78,1,2,yes,97
32933,Brooklyn,Bedford-Stuyvesant,Private room,60,2,24,2.22,2,360,yes,56
32934,Manhattan,Midtown,Entire home/apt,225,30,0,,65,310,yes,233
32935,Brooklyn,Other,Entire home/apt,145,3,18,0.37,1,0,no,137
32936,Brooklyn,Williamsburg,Entire home/apt,130,1,0,,2,0,no,117
32937,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,3,2.65,1,227,yes,103
32938,Manhattan,Other,Entire home/apt,425,2,23,0.64,1,54,yes,425
32939,Manhattan,Midtown,Entire home/apt,179,30,0,,1,242,yes,176
32940,Brooklyn,Other,Private room,40,1,0,,1,0,no,42
32941,Manhattan,Upper West Side,Private room,140,2,16,0.47,1,0,no,157
32942,Manhattan,Upper East Side,Private room,90,8,0,,1,0,no,107
32943,Queens,Other,Private room,100,2,0,,7,0,no,107
32944,Manhattan,Hell's Kitchen,Entire home/apt,260,1,0,,1,0,no,265
32945,Queens,Other,Private room,89,2,13,1.73,2,24,yes,92
32946,Manhattan,Harlem,Entire home/apt,200,2,20,2.02,1,11,yes,200
32947,Brooklyn,Bedford-Stuyvesant,Entire home/apt,92,1,9,6.59,3,21,yes,85
32948,Manhattan,Financial District,Entire home/apt,182,29,1,0.57,96,333,yes,181
32949,Bronx,Other,Private room,43,28,15,0.3,4,336,yes,42
32950,Brooklyn,Williamsburg,Private room,90,1,0,,1,0,no,113
32951,Manhattan,Other,Private room,124,1,19,0.46,8,0,no,127
32952,Manhattan,Harlem,Entire home/apt,153,4,91,1.95,3,4,yes,153
32953,Manhattan,West Village,Private room,149,1,6,0.18,1,0,no,149
32954,Brooklyn,Greenpoint,Entire home/apt,199,2,25,0.44,1,5,yes,178
32955,Manhattan,Other,Entire home/apt,160,1,8,0.73,1,0,no,175
32956,Manhattan,Hell's Kitchen,Entire home/apt,360,1,13,0.28,1,188,yes,356
32957,Manhattan,East Harlem,Entire home/apt,80,4,5,0.28,1,0,no,77
32958,Brooklyn,Williamsburg,Private room,95,2,1,0.03,1,9,yes,91
32959,Brooklyn,Crown Heights,Entire home/apt,184,2,40,1.78,1,0,no,176
32960,Brooklyn,Bushwick,Private room,50,2,0,,1,0,no,56
32961,Brooklyn,Other,Shared room,40,5,12,1.07,10,301,yes,58
32962,Queens,Other,Entire home/apt,150,2,2,0.04,1,0,no,154
32963,Manhattan,East Village,Entire home/apt,70,1,144,3.55,1,49,yes,74
32964,Brooklyn,Williamsburg,Private room,85,1,46,0.97,1,59,yes,94
32965,Brooklyn,Bushwick,Entire home/apt,140,3,0,,2,0,no,153
32966,Manhattan,Hell's Kitchen,Entire home/apt,219,4,130,3.04,1,329,yes,197
32967,Manhattan,Financial District,Entire home/apt,195,30,13,4.59,1,174,yes,200
32968,Manhattan,Other,Entire home/apt,80,4,16,0.2,1,0,no,76
32969,Manhattan,East Village,Private room,141,5,5,0.25,1,0,no,146
32970,Brooklyn,Other,Private room,51,1,21,1.08,8,130,yes,50
32971,Brooklyn,Bushwick,Entire home/apt,229,3,159,3.54,3,231,yes,228
32972,Brooklyn,Bushwick,Entire home/apt,90,2,19,3.88,1,53,yes,114
32973,Manhattan,East Village,Entire home/apt,100,2,0,,1,0,no,104
32974,Manhattan,Harlem,Entire home/apt,150,2,17,3.31,1,19,yes,150
32975,Brooklyn,Crown Heights,Entire home/apt,105,2,7,0.18,1,32,yes,116
32976,Brooklyn,Bushwick,Entire home/apt,75,3,6,0.15,1,0,no,77
32977,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,2,131,3.06,1,273,yes,140
32978,Manhattan,Harlem,Private room,80,4,41,0.52,2,119,yes,80
32979,Brooklyn,Williamsburg,Entire home/apt,109,2,214,4.58,1,127,yes,123
32980,Manhattan,Other,Entire home/apt,170,4,0,,1,0,no,187
32981,Manhattan,Upper West Side,Private room,48,5,1,0.5,1,0,no,57
32982,Manhattan,Washington Heights,Entire home/apt,75,20,2,0.04,1,100,yes,68
32983,Manhattan,Hell's Kitchen,Private room,55,7,12,1.09,47,354,yes,40
32984,Brooklyn,Fort Greene,Entire home/apt,160,3,13,3.1,2,252,yes,156
32985,Manhattan,East Village,Entire home/apt,129,7,5,0.15,1,231,yes,129
32986,Queens,Astoria,Private room,85,2,2,0.04,1,0,no,79
32987,Brooklyn,Williamsburg,Entire home/apt,150,10,1,0.73,1,160,yes,143
32988,Brooklyn,Bedford-Stuyvesant,Private room,45,10,25,0.62,1,29,yes,33
32989,Manhattan,Upper East Side,Entire home/apt,110,30,7,0.22,15,331,yes,108
32990,Brooklyn,Williamsburg,Private room,200,5,8,0.19,2,0,no,189
32991,Manhattan,Upper West Side,Entire home/apt,150,3,13,0.26,1,0,no,143
32992,Brooklyn,Other,Private room,75,3,71,2.61,8,360,yes,78
32993,Brooklyn,Bushwick,Entire home/apt,275,31,17,0.2,1,364,yes,286
32994,Manhattan,Upper West Side,Private room,109,3,14,1.14,1,0,no,108
32995,Brooklyn,Other,Entire home/apt,135,4,1,0.45,1,13,yes,147
32996,Brooklyn,Williamsburg,Entire home/apt,195,4,7,0.23,1,0,no,191
32997,Manhattan,Harlem,Entire home/apt,125,2,12,3.05,1,7,yes,99
32998,Brooklyn,Bushwick,Private room,40,4,0,,1,0,no,56
32999,Bronx,Other,Private room,40,1,73,3.16,4,51,yes,55
33000,Brooklyn,Crown Heights,Private room,69,2,90,1.25,1,186,yes,53
33001,Brooklyn,Bushwick,Private room,73,3,1,0.11,4,0,no,82
33002,Brooklyn,Other,Shared room,40,3,1,0.26,10,281,yes,26
33003,Brooklyn,Williamsburg,Entire home/apt,130,4,52,1.2,1,321,yes,128
33004,Brooklyn,Bushwick,Private room,60,2,8,0.74,10,356,yes,46
33005,Manhattan,Upper East Side,Entire home/apt,125,30,8,0.23,91,343,yes,125
33006,Manhattan,East Harlem,Private room,80,2,2,0.06,1,0,no,80
33007,Brooklyn,Clinton Hill,Private room,99,1,83,1.39,1,248,yes,99
33008,Manhattan,Upper West Side,Entire home/apt,250,2,6,1.59,1,21,yes,235
33009,Manhattan,Other,Entire home/apt,399,10,0,,1,64,yes,423
33010,Manhattan,East Village,Entire home/apt,159,2,10,0.7,1,17,yes,161
33011,Brooklyn,Bushwick,Private room,40,3,1,0.05,1,0,no,40
33012,Manhattan,Other,Entire home/apt,299,4,3,0.16,1,0,no,299
33013,Brooklyn,Other,Private room,95,1,2,0.04,1,364,yes,109
33014,Manhattan,Upper West Side,Entire home/apt,160,3,5,0.09,1,0,no,154
33015,Manhattan,Upper West Side,Private room,80,3,1,0.03,1,0,no,70
33016,Manhattan,Washington Heights,Private room,60,3,10,0.54,1,0,no,60
33017,Manhattan,Washington Heights,Private room,45,2,1,0.34,1,35,yes,28
33018,Brooklyn,East Flatbush,Private room,69,1,18,2.48,1,175,yes,69
33019,Manhattan,East Harlem,Entire home/apt,450,1,12,2.67,1,325,yes,457
33020,Brooklyn,Other,Private room,65,3,0,,1,327,yes,70
33021,Queens,Astoria,Private room,75,2,4,0.29,1,0,no,86
33022,Manhattan,Other,Shared room,55,7,0,,1,38,yes,51
33023,Manhattan,West Village,Entire home/apt,130,4,22,0.28,1,77,yes,143
33024,Manhattan,Hell's Kitchen,Entire home/apt,171,3,6,5.29,1,0,no,165
33025,Brooklyn,Williamsburg,Entire home/apt,295,2,110,1.74,3,151,yes,291
33026,Brooklyn,Other,Private room,95,1,3,0.22,1,221,yes,79
33027,Manhattan,Other,Entire home/apt,120,3,0,,1,0,no,119
33028,Brooklyn,Bedford-Stuyvesant,Private room,40,28,6,0.32,1,197,yes,35
33029,Brooklyn,Williamsburg,Entire home/apt,145,3,7,0.08,1,270,yes,144
33030,Brooklyn,Other,Private room,70,1,51,5.03,3,55,yes,83
33031,Brooklyn,Crown Heights,Entire home/apt,100,2,13,3.2,2,20,yes,100
33032,Manhattan,Hell's Kitchen,Entire home/apt,239,30,0,,121,352,yes,243
33033,Manhattan,Upper West Side,Private room,93,14,88,1.03,1,176,yes,95
33034,Manhattan,Other,Private room,89,1,3,0.15,1,0,no,105
33035,Bronx,Other,Private room,65,7,0,,1,90,yes,70
33036,Queens,Other,Entire home/apt,39,1,2,0.08,1,0,no,29
33037,Brooklyn,Bushwick,Private room,36,1,8,0.43,3,0,no,41
33038,Brooklyn,Bedford-Stuyvesant,Private room,55,1,0,,1,0,no,70
33039,Manhattan,Other,Entire home/apt,160,2,1,0.02,1,0,no,144
33040,Brooklyn,East Flatbush,Entire home/apt,110,2,45,5.27,1,2,yes,107
33041,Manhattan,Upper East Side,Private room,78,3,0,,1,322,yes,64
33042,Queens,Long Island City,Private room,96,2,244,2.74,1,270,yes,101
33043,Manhattan,Upper West Side,Entire home/apt,100,1,32,5.16,1,0,no,100
33044,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,88,0.73,2,233,yes,103
33045,Brooklyn,Williamsburg,Private room,45,3,31,1.01,1,0,no,37
33046,Manhattan,Upper West Side,Entire home/apt,150,3,10,0.21,1,0,no,142
33047,Manhattan,Upper East Side,Entire home/apt,300,4,57,1.08,1,0,no,293
33048,Manhattan,East Village,Entire home/apt,285,30,0,,232,43,yes,287
33049,Manhattan,East Village,Private room,65,2,13,0.28,2,157,yes,65
33050,Manhattan,Hell's Kitchen,Entire home/apt,125,30,0,,52,331,yes,123
33051,Manhattan,Midtown,Entire home/apt,189,30,0,,87,188,yes,191
33052,Manhattan,Other,Private room,111,3,7,0.63,1,0,no,118
33053,Manhattan,Upper East Side,Private room,120,1,2,2.0,1,311,yes,120
33054,Manhattan,Financial District,Entire home/apt,398,2,0,,327,279,yes,400
33055,Manhattan,Upper West Side,Entire home/apt,98,3,233,3.97,1,33,yes,99
33056,Brooklyn,Bedford-Stuyvesant,Private room,85,2,15,1.45,1,257,yes,107
33057,Brooklyn,Bushwick,Private room,70,4,0,,2,0,no,69
33058,Brooklyn,Greenpoint,Entire home/apt,140,7,1,0.03,1,0,no,155
33059,Brooklyn,Clinton Hill,Entire home/apt,125,3,0,,1,31,yes,127
33060,Bronx,Other,Private room,37,30,13,0.28,6,333,yes,30
33061,Brooklyn,Bedford-Stuyvesant,Private room,80,3,6,1.41,1,179,yes,81
33062,Brooklyn,Bushwick,Shared room,32,30,0,,8,355,yes,43
33063,Manhattan,Chelsea,Entire home/apt,249,29,0,,96,230,yes,247
33064,Brooklyn,Other,Entire home/apt,130,4,8,0.24,1,0,no,134
33065,Queens,Other,Private room,69,2,1,0.13,1,35,yes,89
33066,Manhattan,Hell's Kitchen,Entire home/apt,300,3,8,3.33,1,54,yes,299
33067,Brooklyn,Park Slope,Private room,42,15,3,0.07,1,0,no,40
33068,Brooklyn,Greenpoint,Entire home/apt,174,2,31,0.54,2,12,yes,177
33069,Manhattan,Hell's Kitchen,Private room,159,1,1,0.16,1,189,yes,156
33070,Brooklyn,Fort Greene,Shared room,41,2,4,1.64,5,0,no,34
33071,Queens,Other,Private room,45,1,38,1.11,1,0,no,39
33072,Brooklyn,Bedford-Stuyvesant,Private room,68,30,17,1.93,6,242,yes,67
33073,Brooklyn,Greenpoint,Entire home/apt,175,3,96,2.06,1,328,yes,170
33074,Manhattan,Upper West Side,Private room,69,5,2,0.03,1,0,no,83
33075,Manhattan,Hell's Kitchen,Entire home/apt,199,3,110,3.02,1,246,yes,203
33076,Manhattan,Harlem,Entire home/apt,325,1,16,4.21,1,346,yes,325
33077,Brooklyn,Bedford-Stuyvesant,Private room,45,2,27,0.78,1,339,yes,45
33078,Queens,Long Island City,Entire home/apt,150,2,0,,1,0,no,157
33079,Manhattan,East Harlem,Private room,90,2,3,2.43,2,175,yes,95
33080,Manhattan,Midtown,Entire home/apt,225,30,1,0.09,12,343,yes,219
33081,Manhattan,Financial District,Entire home/apt,165,2,27,1.57,1,0,no,167
33082,Queens,Other,Entire home/apt,175,6,2,0.4,1,365,yes,171
33083,Manhattan,Harlem,Entire home/apt,150,4,82,1.53,1,46,yes,144
33084,Queens,Other,Private room,35,14,0,,1,0,no,35
33085,Brooklyn,Williamsburg,Entire home/apt,175,3,12,0.85,1,0,no,179
33086,Manhattan,East Harlem,Private room,108,14,4,0.06,3,38,yes,113
33087,Manhattan,Harlem,Private room,55,1,4,0.15,1,0,no,55
33088,Manhattan,Upper East Side,Shared room,75,1,0,,1,90,yes,67
33089,Manhattan,Hell's Kitchen,Private room,79,5,1,0.05,2,0,no,72
33090,Queens,Other,Private room,75,2,2,0.32,1,52,yes,76
33091,Brooklyn,Park Slope,Entire home/apt,170,3,120,3.51,2,96,yes,175
33092,Brooklyn,Other,Entire home/apt,115,1,9,1.03,1,0,no,127
33093,Queens,Long Island City,Entire home/apt,85,20,0,,1,51,yes,67
33094,Queens,Other,Shared room,33,30,1,0.05,4,7,yes,47
33095,Brooklyn,Williamsburg,Private room,130,7,2,0.32,2,212,yes,117
33096,Brooklyn,Bushwick,Private room,46,30,29,3.6,3,246,yes,40
33097,Brooklyn,Bedford-Stuyvesant,Entire home/apt,249,3,12,4.19,1,38,yes,256
33098,Brooklyn,Williamsburg,Private room,90,6,0,,1,0,no,92
33099,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,92,1.45,1,248,yes,113
33100,Queens,Astoria,Entire home/apt,140,7,1,1.0,1,82,yes,148
33101,Queens,Other,Private room,50,2,1,0.08,1,0,no,68
33102,Brooklyn,Flatbush,Entire home/apt,120,5,19,0.39,1,1,yes,104
33103,Manhattan,Harlem,Entire home/apt,100,2,9,0.66,1,0,no,87
33104,Queens,Other,Entire home/apt,150,7,1,0.02,1,0,no,133
33105,Brooklyn,Bushwick,Private room,50,1,26,9.07,1,9,yes,60
33106,Brooklyn,Williamsburg,Entire home/apt,245,3,18,0.3,1,0,no,247
33107,Manhattan,Washington Heights,Private room,45,1,10,0.19,1,0,no,43
33108,Manhattan,Other,Entire home/apt,255,2,14,2.59,327,81,yes,257
33109,Brooklyn,Flatbush,Entire home/apt,88,4,8,0.24,1,0,no,87
33110,Manhattan,Upper West Side,Entire home/apt,350,7,0,,1,0,no,342
33111,Manhattan,Harlem,Private room,85,1,8,2.61,9,150,yes,85
33112,Brooklyn,Park Slope,Entire home/apt,229,3,22,0.46,1,0,no,210
33113,Brooklyn,Williamsburg,Entire home/apt,200,10,6,0.09,1,174,yes,196
33114,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,110,1,2,0.04,1,0,no,99
33115,Manhattan,Other,Entire home/apt,195,7,2,0.04,1,0,no,186
33116,Manhattan,Upper East Side,Private room,150,5,5,0.79,4,267,yes,164
33117,Manhattan,Hell's Kitchen,Entire home/apt,350,2,9,0.21,1,0,no,343
33118,Manhattan,Other,Entire home/apt,195,30,0,,50,364,yes,201
33119,Manhattan,Harlem,Private room,60,1,2,2.0,2,33,yes,47
33120,Manhattan,Upper West Side,Entire home/apt,129,3,2,0.1,2,0,no,129
33121,Brooklyn,Clinton Hill,Entire home/apt,100,30,4,0.11,1,0,no,106
33122,Manhattan,Harlem,Entire home/apt,135,3,3,0.05,1,0,no,138
33123,Brooklyn,Crown Heights,Private room,48,30,3,0.24,1,136,yes,45
33124,Brooklyn,Bedford-Stuyvesant,Entire home/apt,211,1,1,0.13,14,38,yes,233
33125,Manhattan,Upper East Side,Entire home/apt,250,4,0,,1,0,no,245
33126,Manhattan,Other,Entire home/apt,90,5,4,0.09,1,0,no,102
33127,Manhattan,Other,Entire home/apt,210,1,2,0.28,1,359,yes,221
33128,Queens,Other,Entire home/apt,300,2,1,1.0,1,2,yes,295
33129,Brooklyn,Bedford-Stuyvesant,Private room,45,2,61,4.38,1,92,yes,35
33130,Manhattan,Other,Entire home/apt,95,2,2,0.06,1,0,no,93
33131,Manhattan,East Harlem,Entire home/apt,99,5,13,2.48,3,8,yes,109
33132,Brooklyn,Williamsburg,Entire home/apt,200,2,0,,1,14,yes,216
33133,Manhattan,East Village,Entire home/apt,170,2,7,0.11,1,312,yes,171
33134,Brooklyn,Bushwick,Private room,70,1,1,1.0,1,39,yes,71
33135,Manhattan,East Village,Entire home/apt,267,30,1,0.04,87,356,yes,261
33136,Manhattan,Washington Heights,Entire home/apt,125,2,0,,1,2,yes,133
33137,Brooklyn,Williamsburg,Private room,120,14,76,0.76,6,343,yes,126
33138,Brooklyn,Clinton Hill,Entire home/apt,130,7,1,0.03,1,0,no,131
33139,Manhattan,Other,Private room,100,2,35,4.32,1,6,yes,82
33140,Brooklyn,Crown Heights,Private room,55,1,5,0.1,1,0,no,51
33141,Brooklyn,Greenpoint,Private room,185,1,8,5.45,1,123,yes,185
33142,Brooklyn,Williamsburg,Entire home/apt,165,4,73,1.42,1,237,yes,181
33143,Manhattan,Hell's Kitchen,Entire home/apt,185,2,241,5.65,1,22,yes,179
33144,Manhattan,Hell's Kitchen,Entire home/apt,449,5,5,3.26,1,222,yes,450
33145,Brooklyn,Williamsburg,Entire home/apt,120,2,135,2.32,1,66,yes,120
33146,Brooklyn,Clinton Hill,Entire home/apt,175,1,150,2.98,1,300,yes,192
33147,Brooklyn,Other,Entire home/apt,189,2,236,3.08,2,279,yes,187
33148,Brooklyn,Other,Entire home/apt,200,4,3,0.07,1,0,no,201
33149,Manhattan,Harlem,Entire home/apt,95,2,3,0.11,1,6,yes,107
33150,Brooklyn,Greenpoint,Shared room,38,1,32,1.6,5,346,yes,31
33151,Queens,Long Island City,Private room,70,3,90,2.6,1,24,yes,77
33152,Manhattan,Financial District,Entire home/apt,376,2,10,2.46,327,276,yes,376
33153,Manhattan,Other,Private room,92,1,120,2.74,2,0,no,89
33154,Manhattan,Washington Heights,Private room,125,3,1,1.0,1,81,yes,117
33155,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,124,2.09,1,231,yes,131
33156,Manhattan,Lower East Side,Entire home/apt,225,30,2,0.23,2,188,yes,231
33157,Brooklyn,Crown Heights,Entire home/apt,125,2,11,2.6,1,128,yes,123
33158,Queens,Other,Entire home/apt,110,2,8,3.16,1,81,yes,116
33159,Manhattan,Upper East Side,Entire home/apt,120,5,1,0.22,1,0,no,103
33160,Manhattan,Other,Private room,100,2,16,4.57,1,38,yes,94
33161,Manhattan,Other,Private room,50,1,1,0.02,1,0,no,52
33162,Brooklyn,Williamsburg,Entire home/apt,150,6,5,2.17,1,40,yes,134
33163,Manhattan,East Harlem,Entire home/apt,110,5,70,1.81,2,310,yes,109
33164,Queens,Other,Private room,55,1,5,0.27,4,155,yes,54
33165,Manhattan,Other,Entire home/apt,200,30,4,0.85,1,88,yes,189
33166,Brooklyn,Williamsburg,Entire home/apt,123,3,21,0.61,1,0,no,123
33167,Brooklyn,Bushwick,Entire home/apt,130,2,53,3.99,1,122,yes,133
33168,Brooklyn,Fort Greene,Private room,179,2,6,0.3,1,0,no,172
33169,Brooklyn,Crown Heights,Entire home/apt,250,3,0,,1,365,yes,245
33170,Brooklyn,Flatbush,Private room,90,1,46,1.8,1,260,yes,77
33171,Queens,Other,Entire home/apt,70,4,2,0.04,1,0,no,74
33172,Brooklyn,Bushwick,Private room,99,2,0,,1,1,yes,106
33173,Brooklyn,Flatbush,Private room,85,14,0,,2,176,yes,71
33174,Brooklyn,Bushwick,Entire home/apt,121,5,3,0.12,1,0,no,124
33175,Manhattan,Other,Entire home/apt,325,3,6,0.18,1,333,yes,325
33176,Manhattan,East Village,Entire home/apt,455,30,26,1.77,2,332,yes,457
